osm_id
102824962
548516355
25015299
700393479
130791945
28345868
29072396
370077197
167996433
42797586
263727125
166604822
93316119
1237812760
657217562
1315917339
323622428
28909597
139076638
27576354
56242723
151691300
174310946
214817314
33095209
63528490
89430569
114331181
64387633
30603317
25598006
35405877
112559160
48416828
48416829
151967293
203412031
38145600
38099521
168634432
44105799
37730889
78441546
191928395
28265548
97819213
23318609
87637074
60363859
102625878
87637079
376781398
39131226
89774171
99021917
809941086
43401826
25875555
42733155
47083624
38485609
369886827
45495403
73845868
35076205
90682990
29701231
103462000
106276461
156347503
157424747
103123062
176159864
165716088
22879352
51422331
42493048
104238205
29011071
61225087
197960319
24493699
28207242
541719179
156946573
190316688
92165117
136394387
90853528
146813594
28439196
90853533
145896604
30060703
55635105
41559715
216868005
149629606
47800489
31893675
24477871
147476657
74038450
36885172
29007541
26964150
149926582
39673017
152808122
29481661
106808513
31903938
106278086
33515719
1110508230
786325197
144441550
172034256
35089617
574538962
28428499
35167444
40811221
33113307
29976284
193350364
116345061
27105001
146387694
56322291
149981428
89101047
210939642
32905469
180008191
33113856
26611458
23485187
156937988
114379527
149777161
88695052
100306193
199370002
154248979
29464347
698936607
87322402
202432802
49967909
57377061
28527401
157470505
48046379
32140076
87618348
157470507
173774122
175194417
30314294
39612217
60220222
104930624
65766722
37932355
139078467
29464903
801391944
29082960
168614737
24691538
120518994
698870101
698870103
1376137048
142301020
369595740
79086432
39425889
71026531
114514790
132377960
137843053
27253102
28019056
149740914
167405940
146882934
37864823
36834679
165199225
172824442
175192442
25741180
61560700
29072254
167053176
97634688
111987584
39685514
29341067
61954443
102640012
963454861
62478740
33653655
77466007
25449376
37228448
30152610
288305056
88276389
25358758
41252351
140386220
87952813
29333936
111963057
87952821
150195641
53243834
189640126
92284353
28986306
40348098
75116998
270969803
99685324
26931662
106446798
150150096
299741136
143092694
196903895
30603225
149468634
147173345
147980772
50761702
173182951
51319272
134145003
28110828
37932525
84193263
1318970353
37194228
144437238
43373560
157467130
156314620
180912125
79277567
